gate length,Theta,Phi,dt,combination,total time,computing time,Predicted
4,0.491017723,5.145618789,2.6,"[2, 2, 4, 4]",10.4,2.770390987,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4]
4,0.40411837,1.28605466,2.6,"[4, 4, 1, 1]",10.4,1.28131604,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1]
27,2.358621026,1.942318169,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 0, 2]",70.2,77.29198074,[0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3]
2,0.319848269,1.789245413,2.6,"[1, 3]",5.2,0.048907518,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3]
27,2.55861481,0.149751166,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",70.2,18.03851295,[0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1]
27,2.18804006,3.35317845,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 0, 1, 1, 3]",70.2,828.071567,[0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 0 1 1 3]
26,2.467743071,5.306562933,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",67.6,242.5243263,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4]
11,0.847397955,3.511713472,2.6,"[3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 2]",28.6,19.39130664,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 2 4]
27,2.50103247,1.1265765,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",70.2,27.519922,[0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3]
2,0.386003657,5.561718699,2.6,"[4, 4]",5.2,0.127025366,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4]
19,1.475165087,4.87909551,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 3, 4, 1]",49.4,193.5277905,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 1 3 1 3 2 4 2 1]
18,1.627994672,5.611263523,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 1]",46.8,14.95124984,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 0]
26,2.204754836,3.735373981,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 4, 0]",67.6,110.1278231,[0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 4]
5,0.58526817,4.38499463,2.6,"[3, 3, 2, 2, 2]",13.0,4.86864734,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4]
27,2.625535448,0.074704796,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",70.2,242.530045,[0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1]
28,2.641003134,0.873927874,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",72.8,311.0908778,[0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1]
33,2.73534833,2.46186268,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 2, 1, 1]",85.8,485.023195,[0 0 3 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 2 1 1]
2,0.35585794,1.881442909,2.6,"[1, 3]",5.2,0.052016735,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3]
26,2.157132072,5.55650526,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 3, 0]",67.6,212.8161657,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 3 3 1]
11,1.030335005,1.836307742,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 2]",28.6,18.59912276,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 2]
11,1.054017096,2.132466006,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",28.6,5.256614685,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3]
28,2.744175473,0.94440951,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",72.8,314.9426785,[0 0 1 0 0 0 2 4 4 1 1 1 3 3 2 2 4 4 1 1 3 3 2 4 4 4 1 1 3 2 2 2 4 1 4]
24,2.381981027,5.32454463,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",62.4,195.3325596,[0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4]
33,2.644994696,4.188282781,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 4, 4, 1, 3, 3]",85.8,3077.837798,[0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 3 3 3 2 2 4 1 1 3 3 2 2 4]
0,0.14214301,2.223229784,2.6,[],0.0,0.001997948,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3,0.407591215,2.319058474,2.6,"[1, 3, 3]",7.8,0.257056713,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3]
26,2.372871253,1.513644798,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",67.6,35.73504877,[0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3]
26,2.630102229,2.298961892,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",67.6,252.3770111,[0 0 0 0 0 0 4 4 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3]
0,0.002116701,4.455933165,2.6,[],0.0,0.002998829,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
18,1.651266303,2.912037974,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3]",46.8,12.50078511,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3]
11,1.080689762,0.282724334,2.6,"[4, 1, 1, 1, 3, 3, 2, 2, 4, 4, 1]",28.6,150.9757435,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 1 3 3 2 2 4 4 1]
2,0.27706901,1.13736269,2.6,"[1, 1]",5.2,0.20510292,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1]
10,0.62046785,2.52406118,2.6,"[3, 3, 2, 2, 4, 1, 1, 4, 0, 2]",26.0,131.142087,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 4 4 1 1 0 3]
5,0.503254626,1.246224911,2.6,"[4, 4, 1, 1, 3]",13.0,4.110754728,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3]
26,2.44427827,1.25956185,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",67.6,12.7779546,[0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3]
10,0.741563337,5.94203846,2.6,"[4, 4, 1, 1, 3, 3, 2, 4, 1, 1]",26.0,23.35275412,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 4 4 4]
13,1.166046049,1.954798016,2.6,"[4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 1, 3, 3]",33.8,632.5909128,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 2 4 4 1 1 3]
29,2.76722534,3.121624225,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",75.4,306.9891515,[0 0 3 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2]
27,2.366189315,4.819599802,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 2]",70.2,80.32147408,[0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4]
27,2.532799839,4.8953842,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",70.2,242.596801,[0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2]
10,0.775294853,0.89856811,2.6,"[1, 1, 3, 3, 2, 2, 4, 1, 4, 3]",26.0,19.00500035,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 1 4 3]
25,2.365031829,1.650756653,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",65.0,194.243201,[0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3]
29,2.729906085,1.693678343,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",75.4,310.0825961,[0 0 0 0 0 0 2 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 3 2 2 4 4 1 4 3]
18,1.471572985,4.010937133,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 2, 3, 4]",46.8,83.75221276,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 2 3 0]
10,0.829199937,0.966318212,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 4, 3]",26.0,6.856509686,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 0]
33,2.80893423,1.95723051,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 0, 0, 0]",85.8,175.121913,[0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 4 4 1]
26,2.226260407,4.51040804,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 1, 4]",67.6,103.9216313,[0 0 0 0 0 0 0 0 0 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 1 4]
27,2.565931985,4.183380082,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2]",70.2,1554.517135,[0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4]
20,1.973949871,2.371983462,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",52.0,122.3413436,[0 0 0 0 0 0 0 0 0 3 3 2 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 1 1 0 2]
10,1.127673722,5.498958889,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",26.0,7.810986996,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4]
12,1.224338576,5.633644434,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",31.2,31.06095195,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 2 2 2 4 4]
19,1.55042166,1.86678564,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 2, 2, 4, 2, 4, 4, 1, 1, 3]",49.4,243.738917,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 3 2 2 4 2 4 4 1 1 3]
0,0.118510649,0.745987468,2.6,[],0.0,0.002022266,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
33,2.815125524,5.453444476,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 1, 2, 2]",85.8,376.4511347,[0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 2 2]
12,1.286647468,2.360009551,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",31.2,30.98589158,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 1 3 1 2 0]
29,2.776749786,2.826579042,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",75.4,298.9087639,[0 0 3 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2]
28,2.686123734,3.587541409,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2]",72.8,276.7238498,[0 0 0 0 0 0 0 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2]
10,0.604486369,1.603326063,2.6,"[1, 3, 3, 2, 2, 4, 0, 3, 3, 1]",26.0,69.28740263,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 0 1 0 2]
26,2.211450506,1.139787236,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4, 4, 4]",67.6,307.8625181,[0 0 0 0 0 0 0 0 0 1 1 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 3 0 3]
19,1.860842935,0.875428058,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",49.4,135.6901512,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1]
26,2.242736535,5.740234264,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 2]",67.6,112.2558479,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 2]
27,2.627498744,1.619647843,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3]",70.2,18.13828254,[0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3]
26,2.453739909,0.948912439,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",67.6,13.68503833,[0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1]
32,2.939012209,0.426554569,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 4]",83.2,26.75094628,[0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4]
5,0.57291749,0.35656841,2.6,"[2, 4, 4, 1, 1]",13.0,1.92242646,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 1 1]
26,2.258246332,1.211328557,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 0]",67.6,115.6420488,[0 0 0 0 0 0 0 0 0 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 3 0]
18,1.757159376,5.287675246,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",46.8,96.32252979,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4]
12,1.146819061,2.661910445,2.6,"[1, 3, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",31.2,226.9387379,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 3 2 2 4 4 1 1 3 3]
11,0.876031948,4.38259131,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 3, 4, 2]",28.6,20.516922,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 3 4 2]
10,1.006947232,0.167994832,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",26.0,4.594605446,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 1]
11,0.830799604,6.110603728,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 2, 2, 4]",28.6,27.729141,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 2 2 4]
26,2.102543921,0.871937959,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 2, 0, 0, 0]",67.6,467.5539169,[0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 0 4 4]
27,2.613116008,1.832711025,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",70.2,1467.616885,[0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1]
20,1.923489285,5.609742245,2.6,"[2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",52.0,125.126967,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4]
6,0.692558432,4.402917326,2.6,"[1, 3, 3, 2, 2, 2]",15.6,30.65481806,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 1 3 2 4 2]
33,2.948351983,2.815202345,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1]",85.8,95.70037055,[0 0 3 3 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 1 1]
26,2.110619668,0.351335683,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 2, 4]",67.6,804.2617886,[0 0 0 0 0 0 0 0 4 1 1 3 3 2 2 4 4 4 1 3 3 3 2 2 4 4 1 1 3 3 3 2 2 2 4]
20,1.884306879,4.476762894,2.6,"[3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",52.0,133.1156058,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4]
25,2.419365819,5.252885919,2.6,"[4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4]",65.0,259.8117058,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4]
2,0.353785882,3.405189017,2.6,"[3, 2]",5.2,0.063026428,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2]
26,2.054175331,5.773045263,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3, 3, 4]",67.6,971.4941039,[0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 3 3 4 2]
34,3.12416028,5.580218146,2.6,"[4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 2, 2, 4]",88.4,470.4161487,[0 0 0 4 3 3 3 2 2 4 1 1 1 3 2 2 2 4 4 1 1 3 2 2 4 4 4 1 3 3 3 2 2 4 1]
0,0.10928988,1.97009352,2.6,[],0.0,0.00199986,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
10,0.684332231,5.7417358,2.6,"[4, 4, 1, 1, 3, 3, 2, 0, 1, 1]",26.0,43.5082407,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 1 1 3 3 2 2 1 1]
18,1.710065515,0.72986923,2.6,"[1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",46.8,10.67993259,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1]
10,0.643831461,2.795273528,2.6,"[3, 3, 2, 2, 4, 4, 0, 3, 2, 2]",26.0,53.11484623,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 0 4 1 1 3 1 2]
26,2.634483579,2.303577664,2.6,"[3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3]",67.6,25.64139318,[0 0 0 0 0 0 4 4 1 3 3 2 2 4 4 1 1 3 3 2 2 4 4 1 1 3 3 2 2 2 4 2 1 3 1]
12,1.28037171,3.151051186,2.6,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",31.2,37.23527384,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 4 4 1 1 3 3 2 2 4 4 1 3 2 3 4]
33,2.87821988,4.59542134,2.6,"[2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 3]",85.8,176.894588,[0 0 2 4 4 4 1 3 3 3 2 4 4 4 1 3 3 3 2 4 4 1 1 1 3 2 2 2 4 1 1 1 1 3 3]
